facility_id,facility_name,facility_type,district,state,bed_count,data_source
F03023,PHC Muzaffarpur #69,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03024,PHC Muzaffarpur #70,PHC,Muzaffarpur,Bihar,5,real_state_totals_synthetic_district_distribution
F03025,PHC Muzaffarpur #71,PHC,Muzaffarpur,Bihar,6,real_state_totals_synthetic_district_distribution
F03026,PHC Muzaffarpur #72,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03027,PHC Muzaffarpur #73,PHC,Muzaffarpur,Bihar,6,real_state_totals_synthetic_district_distribution
F03028,PHC Muzaffarpur #74,PHC,Muzaffarpur,Bihar,5,real_state_totals_synthetic_district_distribution
F03029,PHC Muzaffarpur #75,PHC,Muzaffarpur,Bihar,7,real_state_totals_synthetic_district_distribution
F03030,PHC Muzaffarpur #76,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03031,PHC Muzaffarpur #77,PHC,Muzaffarpur,Bihar,9,real_state_totals_synthetic_district_distribution
F03032,PHC Muzaffarpur #78,PHC,Muzaffarpur,Bihar,10,real_state_totals_synthetic_district_distribution
F03033,PHC Muzaffarpur #79,PHC,Muzaffarpur,Bihar,6,real_state_totals_synthetic_district_distribution
F03034,PHC Muzaffarpur #80,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03035,PHC Muzaffarpur #81,PHC,Muzaffarpur,Bihar,6,real_state_totals_synthetic_district_distribution
F03036,PHC Muzaffarpur #82,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03037,PHC Muzaffarpur #83,PHC,Muzaffarpur,Bihar,10,real_state_totals_synthetic_district_distribution
F03038,PHC Muzaffarpur #84,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03039,PHC Muzaffarpur #85,PHC,Muzaffarpur,Bihar,8,real_state_totals_synthetic_district_distribution
F03040,PHC Muzaffarpur #86,PHC,Muzaffarpur,Bihar,7,real_state_totals_synthetic_district_distribution
F03041,CHC Muzaffarpur #1,CHC,Muzaffarpur,Bihar,42,real_state_totals_synthetic_district_distribution
F03042,CHC Muzaffarpur #2,CHC,Muzaffarpur,Bihar,38,real_state_totals_synthetic_district_distribution
F03043,CHC Muzaffarpur #3,CHC,Muzaffarpur,Bihar,29,real_state_totals_synthetic_district_distribution
F03044,CHC Muzaffarpur #4,CHC,Muzaffarpur,Bihar,35,real_state_totals_synthetic_district_distribution
F03045,CHC Muzaffarpur #5,CHC,Muzaffarpur,Bihar,46,real_state_totals_synthetic_district_distribution
F03046,CHC Muzaffarpur #6,CHC,Muzaffarpur,Bihar,20,real_state_totals_synthetic_district_distribution
F03047,CHC Muzaffarpur #7,CHC,Muzaffarpur,Bihar,31,real_state_totals_synthetic_district_distribution
F03048,CHC Muzaffarpur #8,CHC,Muzaffarpur,Bihar,30,real_state_totals_synthetic_district_distribution
F03049,CHC Muzaffarpur #9,CHC,Muzaffarpur,Bihar,41,real_state_totals_synthetic_district_distribution
F03050,CHC Muzaffarpur #10,CHC,Muzaffarpur,Bihar,23,real_state_totals_synthetic_district_distribution
F03051,CHC Muzaffarpur #11,CHC,Muzaffarpur,Bihar,33,real_state_totals_synthetic_district_distribution
F03052,CHC Muzaffarpur #12,CHC,Muzaffarpur,Bihar,38,real_state_totals_synthetic_district_distribution
F03053,CHC Muzaffarpur #13,CHC,Muzaffarpur,Bihar,29,real_state_totals_synthetic_district_distribution
F03054,CHC Muzaffarpur #14,CHC,Muzaffarpur,Bihar,45,real_state_totals_synthetic_district_distribution
F03055,District Hospital Muzaffarpur #1,District Hospital,Muzaffarpur,Bihar,285,real_state_totals_synthetic_district_distribution
F03056,District Hospital Muzaffarpur #2,District Hospital,Muzaffarpur,Bihar,276,real_state_totals_synthetic_district_distribution
F03057,PHC Gaya #1,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03058,PHC Gaya #2,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03059,PHC Gaya #3,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03060,PHC Gaya #4,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03061,PHC Gaya #5,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03062,PHC Gaya #6,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03063,PHC Gaya #7,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03064,PHC Gaya #8,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03065,PHC Gaya #9,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03066,PHC Gaya #10,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03067,PHC Gaya #11,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03068,PHC Gaya #12,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03069,PHC Gaya #13,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03070,PHC Gaya #14,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03071,PHC Gaya #15,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03072,PHC Gaya #16,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03073,PHC Gaya #17,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03074,PHC Gaya #18,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03075,PHC Gaya #19,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03076,PHC Gaya #20,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03077,PHC Gaya #21,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03078,PHC Gaya #22,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03079,PHC Gaya #23,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03080,PHC Gaya #24,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03081,PHC Gaya #25,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03082,PHC Gaya #26,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03083,PHC Gaya #27,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03084,PHC Gaya #28,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03085,PHC Gaya #29,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03086,PHC Gaya #30,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03087,PHC Gaya #31,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03088,PHC Gaya #32,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03089,PHC Gaya #33,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03090,PHC Gaya #34,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03091,PHC Gaya #35,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03092,PHC Gaya #36,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03093,PHC Gaya #37,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03094,PHC Gaya #38,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03095,PHC Gaya #39,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03096,PHC Gaya #40,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03097,PHC Gaya #41,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03098,PHC Gaya #42,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03099,PHC Gaya #43,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03100,PHC Gaya #44,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03101,PHC Gaya #45,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03102,PHC Gaya #46,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03103,PHC Gaya #47,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03104,PHC Gaya #48,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03105,PHC Gaya #49,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03106,PHC Gaya #50,PHC,Gaya,Bihar,4,real_state_totals_synthetic_district_distribution
F03107,PHC Gaya #51,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03108,PHC Gaya #52,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03109,PHC Gaya #53,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03110,PHC Gaya #54,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03111,PHC Gaya #55,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03112,PHC Gaya #56,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03113,PHC Gaya #57,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03114,PHC Gaya #58,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03115,PHC Gaya #59,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03116,PHC Gaya #60,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03117,PHC Gaya #61,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03118,PHC Gaya #62,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03119,PHC Gaya #63,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03120,PHC Gaya #64,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03121,PHC Gaya #65,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03122,PHC Gaya #66,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03123,PHC Gaya #67,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03124,PHC Gaya #68,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03125,PHC Gaya #69,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03126,PHC Gaya #70,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03127,PHC Gaya #71,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03128,PHC Gaya #72,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03129,PHC Gaya #73,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03130,PHC Gaya #74,PHC,Gaya,Bihar,10,real_state_totals_synthetic_district_distribution
F03131,PHC Gaya #75,PHC,Gaya,Bihar,9,real_state_totals_synthetic_district_distribution
F03132,PHC Gaya #76,PHC,Gaya,Bihar,6,real_state_totals_synthetic_district_distribution
F03133,PHC Gaya #77,PHC,Gaya,Bihar,8,real_state_totals_synthetic_district_distribution
F03134,PHC Gaya #78,PHC,Gaya,Bihar,7,real_state_totals_synthetic_district_distribution
F03135,PHC Gaya #79,PHC,Gaya,Bihar,5,real_state_totals_synthetic_district_distribution
F03136,CHC Gaya #1,CHC,Gaya,Bihar,50,real_state_totals_synthetic_district_distribution
F03137,CHC Gaya #2,CHC,Gaya,Bihar,27,real_state_totals_synthetic_district_distribution
F03138,CHC Gaya #3,CHC,Gaya,Bihar,28,real_state_totals_synthetic_district_distribution
F03139,CHC Gaya #4,CHC,Gaya,Bihar,37,real_state_totals_synthetic_district_distribution
F03140,CHC Gaya #5,CHC,Gaya,Bihar,29,real_state_totals_synthetic_district_distribution
F03141,CHC Gaya #6,CHC,Gaya,Bihar,27,real_state_totals_synthetic_district_distribution
F03142,CHC Gaya #7,CHC,Gaya,Bihar,50,real_state_totals_synthetic_district_distribution
F03143,CHC Gaya #8,CHC,Gaya,Bihar,29,real_state_totals_synthetic_district_distribution
F03144,CHC Gaya #9,CHC,Gaya,Bihar,44,real_state_totals_synthetic_district_distribution
F03145,CHC Gaya #10,CHC,Gaya,Bihar,29,real_state_totals_synthetic_district_distribution
F03146,CHC Gaya #11,CHC,Gaya,Bihar,42,real_state_totals_synthetic_district_distribution
F03147,CHC Gaya #12,CHC,Gaya,Bihar,26,real_state_totals_synthetic_district_distribution
F03148,CHC Gaya #13,CHC,Gaya,Bihar,42,real_state_totals_synthetic_district_distribution
F03149,District Hospital Gaya #1,District Hospital,Gaya,Bihar,280,real_state_totals_synthetic_district_distribution
F03150,District Hospital Gaya #2,District Hospital,Gaya,Bihar,225,real_state_totals_synthetic_district_distribution
F03151,PHC Darbhanga #1,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03152,PHC Darbhanga #2,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03153,PHC Darbhanga #3,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03154,PHC Darbhanga #4,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03155,PHC Darbhanga #5,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03156,PHC Darbhanga #6,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03157,PHC Darbhanga #7,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03158,PHC Darbhanga #8,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03159,PHC Darbhanga #9,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03160,PHC Darbhanga #10,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03161,PHC Darbhanga #11,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03162,PHC Darbhanga #12,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03163,PHC Darbhanga #13,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03164,PHC Darbhanga #14,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03165,PHC Darbhanga #15,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03166,PHC Darbhanga #16,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03167,PHC Darbhanga #17,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03168,PHC Darbhanga #18,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03169,PHC Darbhanga #19,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03170,PHC Darbhanga #20,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03171,PHC Darbhanga #21,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03172,PHC Darbhanga #22,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03173,PHC Darbhanga #23,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03174,PHC Darbhanga #24,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03175,PHC Darbhanga #25,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03176,PHC Darbhanga #26,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03177,PHC Darbhanga #27,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03178,PHC Darbhanga #28,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03179,PHC Darbhanga #29,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03180,PHC Darbhanga #30,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03181,PHC Darbhanga #31,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03182,PHC Darbhanga #32,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03183,PHC Darbhanga #33,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03184,PHC Darbhanga #34,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03185,PHC Darbhanga #35,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03186,PHC Darbhanga #36,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03187,PHC Darbhanga #37,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03188,PHC Darbhanga #38,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03189,PHC Darbhanga #39,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03190,PHC Darbhanga #40,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03191,PHC Darbhanga #41,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03192,PHC Darbhanga #42,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03193,PHC Darbhanga #43,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03194,PHC Darbhanga #44,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03195,PHC Darbhanga #45,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03196,PHC Darbhanga #46,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03197,PHC Darbhanga #47,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03198,PHC Darbhanga #48,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03199,PHC Darbhanga #49,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03200,PHC Darbhanga #50,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03201,PHC Darbhanga #51,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03202,PHC Darbhanga #52,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03203,PHC Darbhanga #53,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03204,PHC Darbhanga #54,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03205,PHC Darbhanga #55,PHC,Darbhanga,Bihar,6,real_state_totals_synthetic_district_distribution
F03206,PHC Darbhanga #56,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03207,PHC Darbhanga #57,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03208,PHC Darbhanga #58,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03209,PHC Darbhanga #59,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03210,PHC Darbhanga #60,PHC,Darbhanga,Bihar,10,real_state_totals_synthetic_district_distribution
F03211,PHC Darbhanga #61,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03212,PHC Darbhanga #62,PHC,Darbhanga,Bihar,4,real_state_totals_synthetic_district_distribution
F03213,PHC Darbhanga #63,PHC,Darbhanga,Bihar,8,real_state_totals_synthetic_district_distribution
F03214,PHC Darbhanga #64,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03215,PHC Darbhanga #65,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03216,PHC Darbhanga #66,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03217,PHC Darbhanga #67,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03218,PHC Darbhanga #68,PHC,Darbhanga,Bihar,7,real_state_totals_synthetic_district_distribution
F03219,PHC Darbhanga #69,PHC,Darbhanga,Bihar,9,real_state_totals_synthetic_district_distribution
F03220,PHC Darbhanga #70,PHC,Darbhanga,Bihar,5,real_state_totals_synthetic_district_distribution
F03221,CHC Darbhanga #1,CHC,Darbhanga,Bihar,44,real_state_totals_synthetic_district_distribution
F03222,CHC Darbhanga #2,CHC,Darbhanga,Bihar,50,real_state_totals_synthetic_district_distribution
F03223,CHC Darbhanga #3,CHC,Darbhanga,Bihar,29,real_state_totals_synthetic_district_distribution
F03224,CHC Darbhanga #4,CHC,Darbhanga,Bihar,30,real_state_totals_synthetic_district_distribution
F03225,CHC Darbhanga #5,CHC,Darbhanga,Bihar,29,real_state_totals_synthetic_district_distribution
F03226,CHC Darbhanga #6,CHC,Darbhanga,Bihar,40,real_state_totals_synthetic_district_distribution
F03227,CHC Darbhanga #7,CHC,Darbhanga,Bihar,21,real_state_totals_synthetic_district_distribution
F03228,CHC Darbhanga #8,CHC,Darbhanga,Bihar,49,real_state_totals_synthetic_district_distribution
F03229,CHC Darbhanga #9,CHC,Darbhanga,Bihar,44,real_state_totals_synthetic_district_distribution
F03230,CHC Darbhanga #10,CHC,Darbhanga,Bihar,22,real_state_totals_synthetic_district_distribution
F03231,CHC Darbhanga #11,CHC,Darbhanga,Bihar,40,real_state_totals_synthetic_district_distribution
F03232,CHC Darbhanga #12,CHC,Darbhanga,Bihar,38,real_state_totals_synthetic_district_distribution
F03233,District Hospital Darbhanga #1,District Hospital,Darbhanga,Bihar,159,real_state_totals_synthetic_district_distribution
F03234,PHC Purnia #1,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03235,PHC Purnia #2,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03236,PHC Purnia #3,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03237,PHC Purnia #4,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03238,PHC Purnia #5,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03239,PHC Purnia #6,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03240,PHC Purnia #7,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03241,PHC Purnia #8,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03242,PHC Purnia #9,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03243,PHC Purnia #10,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03244,PHC Purnia #11,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03245,PHC Purnia #12,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03246,PHC Purnia #13,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03247,PHC Purnia #14,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03248,PHC Purnia #15,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03249,PHC Purnia #16,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03250,PHC Purnia #17,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03251,PHC Purnia #18,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03252,PHC Purnia #19,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03253,PHC Purnia #20,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03254,PHC Purnia #21,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03255,PHC Purnia #22,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03256,PHC Purnia #23,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03257,PHC Purnia #24,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03258,PHC Purnia #25,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03259,PHC Purnia #26,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03260,PHC Purnia #27,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03261,PHC Purnia #28,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03262,PHC Purnia #29,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03263,PHC Purnia #30,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03264,PHC Purnia #31,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03265,PHC Purnia #32,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03266,PHC Purnia #33,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03267,PHC Purnia #34,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03268,PHC Purnia #35,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03269,PHC Purnia #36,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03270,PHC Purnia #37,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03271,PHC Purnia #38,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03272,PHC Purnia #39,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03273,PHC Purnia #40,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03274,PHC Purnia #41,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03275,PHC Purnia #42,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03276,PHC Purnia #43,PHC,Purnia,Bihar,7,real_state_totals_synthetic_district_distribution
F03277,PHC Purnia #44,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03278,PHC Purnia #45,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03279,PHC Purnia #46,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03280,PHC Purnia #47,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03281,PHC Purnia #48,PHC,Purnia,Bihar,4,real_state_totals_synthetic_district_distribution
F03282,PHC Purnia #49,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03283,PHC Purnia #50,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03284,PHC Purnia #51,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03285,PHC Purnia #52,PHC,Purnia,Bihar,6,real_state_totals_synthetic_district_distribution
F03286,PHC Purnia #53,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03287,PHC Purnia #54,PHC,Purnia,Bihar,9,real_state_totals_synthetic_district_distribution
F03288,PHC Purnia #55,PHC,Purnia,Bihar,10,real_state_totals_synthetic_district_distribution
F03289,PHC Purnia #56,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03290,PHC Purnia #57,PHC,Purnia,Bihar,5,real_state_totals_synthetic_district_distribution
F03291,PHC Purnia #58,PHC,Purnia,Bihar,8,real_state_totals_synthetic_district_distribution
F03292,CHC Purnia #1,CHC,Purnia,Bihar,47,real_state_totals_synthetic_district_distribution
F03293,CHC Purnia #2,CHC,Purnia,Bihar,40,real_state_totals_synthetic_district_distribution
F03294,CHC Purnia #3,CHC,Purnia,Bihar,48,real_state_totals_synthetic_district_distribution
F03295,CHC Purnia #4,CHC,Purnia,Bihar,32,real_state_totals_synthetic_district_distribution
F03296,CHC Purnia #5,CHC,Purnia,Bihar,46,real_state_totals_synthetic_district_distribution
F03297,CHC Purnia #6,CHC,Purnia,Bihar,33,real_state_totals_synthetic_district_distribution
F03298,CHC Purnia #7,CHC,Purnia,Bihar,36,real_state_totals_synthetic_district_distribution
F03299,CHC Purnia #8,CHC,Purnia,Bihar,30,real_state_totals_synthetic_district_distribution
F03300,CHC Purnia #9,CHC,Purnia,Bihar,22,real_state_totals_synthetic_district_distribution
