facility_id,medicine_name,current_quantity,reorder_threshold,stock_status,stock_profile_assigned,data_source
F02585,Oral Rehydration Salts (ORS),189,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Zinc Sulphate,247,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Ranitidine,257,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Omeprazole,210,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Insulin (Soluble),315,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Metformin,152,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Glibenclamide,273,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Atenolol,312,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Amlodipine,286,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Enalapril,165,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Furosemide,182,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Aspirin,314,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Atorvastatin,150,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Oxytocin,227,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Magnesium Sulphate,290,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Misoprostol,288,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Folic Acid,207,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Iron + Folic Acid,212,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Calcium Carbonate,315,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,BCG Vaccine,258,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,DPT Vaccine,299,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Measles Vaccine,239,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Oral Polio Vaccine,290,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Hepatitis B Vaccine,275,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Tetanus Toxoid,277,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Chlorpheniramine,146,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Salbutamol,162,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Hydrocortisone,184,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Povidone Iodine,310,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Normal Saline (0.9% NaCl),181,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Ringer's Lactate,226,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02585,Dextrose 5%,242,58,Healthy,Healthy,simulated_no_public_realtime_data_available
F02586,Paracetamol,39,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ibuprofen,70,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Diclofenac,49,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Morphine,62,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Amoxicillin,42,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ampicillin,36,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ciprofloxacin,71,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Metronidazole,70,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Azithromycin,38,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Doxycycline,45,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Benzylpenicillin,58,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Gentamicin,67,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Chloroquine,78,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Artemether + Lumefantrine,38,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Quinine,40,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Primaquine,61,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Isoniazid,77,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Rifampicin,46,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ethambutol,39,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Pyrazinamide,77,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Oral Rehydration Salts (ORS),61,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Zinc Sulphate,51,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ranitidine,65,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Omeprazole,39,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Insulin (Soluble),50,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Metformin,59,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Glibenclamide,57,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Atenolol,75,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Amlodipine,58,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Enalapril,75,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Furosemide,42,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Aspirin,56,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Atorvastatin,43,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Oxytocin,61,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Magnesium Sulphate,64,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Misoprostol,60,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Folic Acid,40,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Iron + Folic Acid,63,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Calcium Carbonate,62,72,Low,Low,simulated_no_public_realtime_data_available
F02586,BCG Vaccine,45,72,Low,Low,simulated_no_public_realtime_data_available
F02586,DPT Vaccine,72,72,Healthy,Low,simulated_no_public_realtime_data_available
F02586,Measles Vaccine,61,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Oral Polio Vaccine,58,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Hepatitis B Vaccine,70,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Tetanus Toxoid,61,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Chlorpheniramine,48,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Salbutamol,60,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Hydrocortisone,39,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Povidone Iodine,44,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Normal Saline (0.9% NaCl),59,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Ringer's Lactate,51,72,Low,Low,simulated_no_public_realtime_data_available
F02586,Dextrose 5%,60,72,Low,Low,simulated_no_public_realtime_data_available
F02587,Paracetamol,201,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ibuprofen,189,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Diclofenac,168,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Morphine,311,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Amoxicillin,190,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ampicillin,198,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ciprofloxacin,236,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Metronidazole,223,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Azithromycin,245,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Doxycycline,164,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Benzylpenicillin,293,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Gentamicin,158,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Chloroquine,252,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Artemether + Lumefantrine,310,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Quinine,221,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Primaquine,157,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Isoniazid,309,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Rifampicin,265,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ethambutol,296,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Pyrazinamide,357,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Oral Rehydration Salts (ORS),271,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Zinc Sulphate,205,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ranitidine,319,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Omeprazole,296,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Insulin (Soluble),280,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Metformin,177,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Glibenclamide,290,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Atenolol,204,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Amlodipine,315,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Enalapril,226,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Furosemide,183,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Aspirin,346,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Atorvastatin,167,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Oxytocin,166,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Magnesium Sulphate,316,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Misoprostol,154,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Folic Acid,264,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Iron + Folic Acid,252,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Calcium Carbonate,235,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,BCG Vaccine,291,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,DPT Vaccine,227,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Measles Vaccine,284,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Oral Polio Vaccine,226,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Hepatitis B Vaccine,214,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Tetanus Toxoid,335,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Chlorpheniramine,346,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Salbutamol,355,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Hydrocortisone,297,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Povidone Iodine,212,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Normal Saline (0.9% NaCl),159,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Ringer's Lactate,346,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02587,Dextrose 5%,154,64,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Paracetamol,1273,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ibuprofen,1608,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Diclofenac,2583,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Morphine,1788,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Amoxicillin,2478,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ampicillin,2610,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ciprofloxacin,1995,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Metronidazole,1149,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Azithromycin,2598,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Doxycycline,2239,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Benzylpenicillin,2394,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Gentamicin,2573,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Chloroquine,2434,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Artemether + Lumefantrine,2163,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Quinine,1225,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Primaquine,1933,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Isoniazid,1712,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Rifampicin,2304,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ethambutol,2546,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Pyrazinamide,1648,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Oral Rehydration Salts (ORS),2110,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Zinc Sulphate,1910,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ranitidine,2424,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Omeprazole,1157,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Insulin (Soluble),1729,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Metformin,1725,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Glibenclamide,2104,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Atenolol,2397,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Amlodipine,1251,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Enalapril,2448,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Furosemide,1791,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Aspirin,2282,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Atorvastatin,1643,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Oxytocin,1265,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Magnesium Sulphate,1685,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Misoprostol,2109,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Folic Acid,1177,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Iron + Folic Acid,1406,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Calcium Carbonate,2147,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,BCG Vaccine,2488,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,DPT Vaccine,2231,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Measles Vaccine,2328,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Oral Polio Vaccine,1195,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Hepatitis B Vaccine,1474,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Tetanus Toxoid,2079,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Chlorpheniramine,2018,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Salbutamol,1685,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Hydrocortisone,1901,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Povidone Iodine,1379,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Normal Saline (0.9% NaCl),1532,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Ringer's Lactate,1155,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02588,Dextrose 5%,2551,478,Healthy,Healthy,simulated_no_public_realtime_data_available
F02589,Paracetamol,12,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ibuprofen,82,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Diclofenac,12,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Morphine,30,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Amoxicillin,83,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ampicillin,125,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ciprofloxacin,84,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Metronidazole,76,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Azithromycin,123,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Doxycycline,53,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Benzylpenicillin,130,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Gentamicin,0,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Chloroquine,72,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Artemether + Lumefantrine,46,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Quinine,124,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Primaquine,78,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Isoniazid,6,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Rifampicin,97,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ethambutol,40,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Pyrazinamide,130,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Oral Rehydration Salts (ORS),42,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Zinc Sulphate,128,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ranitidine,83,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Omeprazole,0,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Insulin (Soluble),113,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Metformin,41,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Glibenclamide,88,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Atenolol,80,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Amlodipine,57,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Enalapril,47,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Furosemide,3,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Aspirin,94,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Atorvastatin,35,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Oxytocin,92,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Magnesium Sulphate,18,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Misoprostol,81,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Folic Acid,94,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Iron + Folic Acid,14,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Calcium Carbonate,29,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,BCG Vaccine,48,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,DPT Vaccine,84,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Measles Vaccine,40,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Oral Polio Vaccine,64,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Hepatitis B Vaccine,119,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Tetanus Toxoid,20,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Chlorpheniramine,23,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Salbutamol,112,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Hydrocortisone,130,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Povidone Iodine,121,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Normal Saline (0.9% NaCl),88,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Ringer's Lactate,3,442,Critical,Critical,simulated_no_public_realtime_data_available
F02589,Dextrose 5%,92,442,Critical,Critical,simulated_no_public_realtime_data_available
F02590,Paracetamol,67,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Ibuprofen,35,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Amoxicillin,61,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Ciprofloxacin,45,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Metronidazole,33,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Oral Rehydration Salts (ORS),60,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Zinc Sulphate,29,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Folic Acid,50,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Iron + Folic Acid,33,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Chlorpheniramine,46,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Povidone Iodine,34,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02590,Normal Saline (0.9% NaCl),36,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Paracetamol,41,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Ibuprofen,19,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Amoxicillin,34,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Ciprofloxacin,27,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Metronidazole,39,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Oral Rehydration Salts (ORS),20,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Zinc Sulphate,27,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Folic Acid,42,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Iron + Folic Acid,30,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Chlorpheniramine,21,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Povidone Iodine,29,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02591,Normal Saline (0.9% NaCl),32,8,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Paracetamol,75,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Ibuprofen,75,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Amoxicillin,67,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Ciprofloxacin,108,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Metronidazole,100,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Oral Rehydration Salts (ORS),66,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Zinc Sulphate,96,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Folic Acid,81,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Iron + Folic Acid,105,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Chlorpheniramine,76,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Povidone Iodine,107,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02592,Normal Saline (0.9% NaCl),73,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Paracetamol,52,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Ibuprofen,86,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Amoxicillin,66,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Ciprofloxacin,54,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Metronidazole,97,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Oral Rehydration Salts (ORS),56,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Zinc Sulphate,81,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Folic Acid,46,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Iron + Folic Acid,67,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Chlorpheniramine,46,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Povidone Iodine,66,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02593,Normal Saline (0.9% NaCl),69,18,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Paracetamol,26,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Ibuprofen,52,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Amoxicillin,29,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Ciprofloxacin,33,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Metronidazole,43,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Oral Rehydration Salts (ORS),31,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Zinc Sulphate,37,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Folic Acid,54,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Iron + Folic Acid,37,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Chlorpheniramine,43,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Povidone Iodine,29,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02594,Normal Saline (0.9% NaCl),32,10,Healthy,Healthy,simulated_no_public_realtime_data_available
F02595,Paracetamol,7,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Ibuprofen,9,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Amoxicillin,12,12,Healthy,Low,simulated_no_public_realtime_data_available
F02595,Ciprofloxacin,12,12,Healthy,Low,simulated_no_public_realtime_data_available
F02595,Metronidazole,10,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Oral Rehydration Salts (ORS),9,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Zinc Sulphate,12,12,Healthy,Low,simulated_no_public_realtime_data_available
F02595,Folic Acid,10,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Iron + Folic Acid,9,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Chlorpheniramine,12,12,Healthy,Low,simulated_no_public_realtime_data_available
F02595,Povidone Iodine,11,12,Low,Low,simulated_no_public_realtime_data_available
F02595,Normal Saline (0.9% NaCl),9,12,Low,Low,simulated_no_public_realtime_data_available
F02596,Paracetamol,47,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Ibuprofen,48,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Amoxicillin,66,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Ciprofloxacin,45,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Metronidazole,51,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Oral Rehydration Salts (ORS),54,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Zinc Sulphate,63,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Folic Acid,35,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Iron + Folic Acid,51,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Chlorpheniramine,30,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Povidone Iodine,62,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02596,Normal Saline (0.9% NaCl),65,12,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Paracetamol,61,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Ibuprofen,85,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Amoxicillin,96,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Ciprofloxacin,77,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Metronidazole,61,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Oral Rehydration Salts (ORS),105,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Zinc Sulphate,109,20,Healthy,Healthy,simulated_no_public_realtime_data_available
F02597,Folic Acid,100,20,Healthy,Healthy,simulated_no_public_realtime_data_available
